Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit, Profit % ,Cost
Consumer,Texas,Central,Office Supplies,Art,13.12,5,0.2,3.772, 0.29 , 9.35 
Home Office,California,West,Office Supplies,Binders,18.16,5,0.2,6.583, 0.36 , 11.58 
Consumer,Texas,Central,Office Supplies,Paper,16.056,3,0.2,5.8203, 0.36 , 10.24 
Consumer,Texas,Central,Office Supplies,Paper,223.056,9,0.2,69.705, 0.31 , 153.35 
Consumer,Texas,Central,Office Supplies,Storage,540.048,3,0.2,-47.2542, (0.09), 587.30 
Home Office,California,West,Technology,Phones,33.52,2,0.2,3.352, 0.10 , 30.17 
Home Office,California,West,Furniture,Furnishings,9.94,2,0,3.0814, 0.31 , 6.86 
Home Office,California,West,Office Supplies,Art,6.72,4,0,3.36, 0.50 , 3.36 
Home Office,California,West,Furniture,Tables,1004.976,6,0.2,-175.8708, (0.18)," 1,180.85 "
Consumer,New York,East,Office Supplies,Binders,17.88,3,0.2,5.5875, 0.31 , 12.29 
Consumer,Georgia,South,Technology,Machines,396,4,0,190.08, 0.48 , 205.92 
Home Office,Nebraska,Central,Office Supplies,Binders,34.5,3,0,15.525, 0.45 , 18.98 
Consumer,California,West,Furniture,Furnishings,8.36,2,0,3.0096, 0.36 , 5.35 
Corporate,California,West,Office Supplies,Art,385.6,8,0,111.824, 0.29 , 273.78 
Corporate,California,West,Office Supplies,Art,35.82,9,0,11.8206, 0.33 , 24.00 
Consumer,Texas,Central,Office Supplies,Storage,200.064,3,0.2,12.504, 0.06 , 187.56 
Consumer,Texas,Central,Office Supplies,Binders,21.38,5,0.8,-33.139, (1.55), 54.52 
Consumer,Texas,Central,Office Supplies,Binders,6.744,4,0.8,-11.4648, (1.70), 18.21 
Consumer,Pennsylvania,East,Furniture,Chairs,63.686,1,0.3,-9.098, (0.14), 72.78 
Consumer,Nevada,West,Furniture,Tables,1669.6,4,0,116.872, 0.07 ," 1,552.73 "
Consumer,Washington,West,Office Supplies,Binders,83.84,2,0.2,27.248, 0.33 , 56.59 
Consumer,Washington,West,Office Supplies,Binders,13.272,3,0.2,4.3134, 0.33 , 8.96 
Corporate,California,West,Office Supplies,Binders,21.336,7,0.2,7.7343, 0.36 , 13.60 
Home Office,Illinois,Central,Office Supplies,Art,16.52,5,0.2,2.065, 0.13 , 14.46 
Consumer,Arizona,West,Furniture,Furnishings,206.112,6,0.2,48.9516, 0.24 , 157.16 
Consumer,Arizona,West,Office Supplies,Paper,19.92,5,0.2,6.723, 0.34 , 13.20 
Consumer,Arizona,West,Office Supplies,Paper,198.272,8,0.2,61.96, 0.31 , 136.31 
Consumer,Arizona,West,Office Supplies,Storage,247.104,6,0.2,-58.6872, (0.24), 305.79 
Consumer,Arizona,West,Office Supplies,Art,86.304,6,0.2,9.7092, 0.11 , 76.59 
Consumer,Pennsylvania,East,Office Supplies,Art,4.16,2,0.2,0.364, 0.09 , 3.80 
Consumer,Pennsylvania,East,Furniture,Furnishings,11.648,2,0.2,3.3488, 0.29 , 8.30 
Corporate,Delaware,East,Office Supplies,Fasteners,26.18,7,0,0.5236, 0.02 , 25.66 
Corporate,Delaware,East,Office Supplies,Paper,7.3,2,0,3.431, 0.47 , 3.87 
Corporate,Florida,South,Office Supplies,Paper,74.352,3,0.2,23.235, 0.31 , 51.12 
Consumer,Arizona,West,Office Supplies,Storage,10.744,1,0.2,0.8058, 0.08 , 9.94 
Consumer,Arizona,West,Office Supplies,Fasteners,8.376,3,0.2,2.7222, 0.33 , 5.65 
Corporate,New York,East,Office Supplies,Storage,212.88,6,0,0, -   , 212.88 
Home Office,California,West,Furniture,Bookcases,203.983,2,0.15,16.7986, 0.08 , 187.18 
Corporate,New Jersey,East,Office Supplies,Storage,40.74,3,0,0.4074, 0.01 , 40.33 
Corporate,New Jersey,East,Office Supplies,Appliances,11.67,3,0,3.0342, 0.26 , 8.64 
Consumer,Massachusetts,East,Technology,Phones,39.99,1,0,11.5971, 0.29 , 28.39 
Consumer,Massachusetts,East,Office Supplies,Art,16.28,2,0,6.512, 0.40 , 9.77 
Consumer,Massachusetts,East,Furniture,Bookcases,782.94,3,0,203.5644, 0.26 , 579.38 
Consumer,Massachusetts,East,Office Supplies,Binders,242.48,7,0,116.3904, 0.48 , 126.09 
Consumer,Ohio,East,Furniture,Furnishings,8.32,5,0.2,2.288, 0.28 , 6.03 
Consumer,Ohio,East,Office Supplies,Fasteners,10.464,6,0.2,1.7004, 0.16 , 8.76 
Home Office,California,West,Office Supplies,Binders,82.896,3,0.2,29.0136, 0.35 , 53.88 
Home Office,California,West,Office Supplies,Paper,34.24,4,0,16.0928, 0.47 , 18.15 
Corporate,New York,East,Furniture,Bookcases,1573.488,7,0.2,196.686, 0.13 ," 1,376.80 "
Corporate,Texas,Central,Office Supplies,Paper,335.52,4,0.2,117.432, 0.35 , 218.09 
Corporate,Texas,Central,Office Supplies,Binders,23.912,2,0.8,-40.6504, (1.70), 64.56 
Corporate,Texas,Central,Office Supplies,Storage,27.056,2,0.2,2.3674, 0.09 , 24.69 
Consumer,New York,East,Technology,Copiers,559.992,1,0.2,174.9975, 0.31 , 384.99 
Home Office,Texas,Central,Office Supplies,Appliances,9.324,6,0.8,-24.7086, (2.65), 34.03 
Consumer,California,West,Office Supplies,Paper,111.96,2,0,54.8604, 0.49 , 57.10 
Home Office,Wisconsin,Central,Office Supplies,Labels,21.56,7,0,10.3488, 0.48 , 11.21 
Consumer,Kentucky,South,Office Supplies,Binders,124.75,5,0,57.385, 0.46 , 67.37 
Corporate,Washington,West,Office Supplies,Art,5.28,3,0,1.5312, 0.29 , 3.75 
Consumer,New York,East,Technology,Accessories,91.96,4,0,39.5428, 0.43 , 52.42 
Consumer,Pennsylvania,East,Office Supplies,Envelopes,9.344,1,0.2,3.504, 0.38 , 5.84 
Consumer,Pennsylvania,East,Office Supplies,Art,79.36,5,0.2,9.92, 0.13 , 69.44 
Consumer,Washington,West,Furniture,Tables,171.96,2,0,44.7096, 0.26 , 127.25 
Corporate,Washington,West,Office Supplies,Binders,35.352,9,0.2,12.8151, 0.36 , 22.54 
Home Office,California,West,Office Supplies,Labels,18.9,6,0,9.072, 0.48 , 9.83 
Home Office,Washington,West,Office Supplies,Art,2.78,1,0,0.7228, 0.26 , 2.06 
Consumer,New York,East,Furniture,Tables,1044.63,5,0.4,-295.9785, (0.28)," 1,340.61 "
Consumer,Pennsylvania,East,Office Supplies,Paper,11.352,3,0.2,4.1151, 0.36 , 7.24 
Consumer,South Carolina,South,Office Supplies,Storage,354.9,5,0,17.745, 0.05 , 337.16 
Home Office,Washington,West,Technology,Phones,453.576,3,0.2,39.6879, 0.09 , 413.89 
Consumer,Texas,Central,Technology,Accessories,21.48,3,0.2,-0.2685, (0.01), 21.75 
Consumer,Texas,Central,Office Supplies,Binders,8.784,4,0.8,-13.6152, (1.55), 22.40 
Consumer,California,West,Office Supplies,Paper,122.97,3,0,60.2553, 0.49 , 62.71 
Corporate,Georgia,South,Office Supplies,Art,12.84,3,0,3.7236, 0.29 , 9.12 
Consumer,California,West,Furniture,Chairs,603.92,5,0.2,-67.941, (0.11), 671.86 
Consumer,California,West,Office Supplies,Envelopes,21.84,3,0,10.4832, 0.48 , 11.36 
Consumer,California,West,Technology,Accessories,29.99,1,0,6.2979, 0.21 , 23.69 
Consumer,California,West,Furniture,Chairs,381.44,2,0.2,23.84, 0.06 , 357.60 
Consumer,Texas,Central,Technology,Phones,40.68,3,0.2,-9.153, (0.23), 49.83 
Consumer,Texas,Central,Furniture,Chairs,763.28,5,0.3,-21.808, (0.03), 785.09 
Home Office,Illinois,Central,Office Supplies,Storage,23.952,2,0.2,2.3952, 0.10 , 21.56 
Home Office,Alabama,South,Office Supplies,Paper,4.98,1,0,2.4402, 0.49 , 2.54 
Consumer,New York,East,Office Supplies,Appliances,170.88,3,0,49.5552, 0.29 , 121.32 
Consumer,New York,East,Technology,Phones,307.98,2,0,89.3142, 0.29 , 218.67 
Consumer,New York,East,Furniture,Tables,382.806,9,0.4,-153.1224, (0.40), 535.93 
Consumer,New York,East,Office Supplies,Storage,41.96,2,0,2.9372, 0.07 , 39.02 
Consumer,New York,East,Office Supplies,Binders,1217.568,2,0.2,456.588, 0.38 , 760.98 
Consumer,New York,East,Furniture,Furnishings,47.04,3,0,18.3456, 0.39 , 28.69 
Consumer,New York,East,Furniture,Furnishings,6.16,2,0,2.9568, 0.48 , 3.20 
Consumer,New York,East,Technology,Phones,979.95,5,0,274.386, 0.28 , 705.56 
Consumer,New York,East,Office Supplies,Paper,143.7,3,0,68.976, 0.48 , 74.72 
Consumer,New York,East,Office Supplies,Fasteners,10.65,3,0,5.0055, 0.47 , 5.64 
Consumer,New York,East,Technology,Accessories,247.8,4,0,34.692, 0.14 , 213.11 
Corporate,Virginia,South,Office Supplies,Art,10.96,4,0,2.9592, 0.27 , 8.00 
Corporate,Texas,Central,Office Supplies,Art,33.488,7,0.2,5.8604, 0.18 , 27.63 
Corporate,Texas,Central,Office Supplies,Fasteners,8.04,5,0.2,2.9145, 0.36 , 5.13 
Consumer,Washington,West,Technology,Phones,201.568,4,0.2,22.6764, 0.11 , 178.89 
Consumer,California,West,Office Supplies,Paper,13.44,3,0,6.5856, 0.49 , 6.85 
Home Office,Illinois,Central,Furniture,Bookcases,359.058,3,0.3,-35.9058, (0.10), 394.96 
Consumer,Ohio,East,Furniture,Chairs,47.992,2,0.3,-2.0568, (0.04), 50.05 
Corporate,New York,East,Furniture,Furnishings,547.3,13,0,175.136, 0.32 , 372.16 
Consumer,Texas,Central,Office Supplies,Paper,16.896,4,0.2,5.28, 0.31 , 11.62 
Consumer,Texas,Central,Office Supplies,Supplies,6.672,1,0.2,0.5004, 0.08 , 6.17 
Consumer,Texas,Central,Office Supplies,Art,99.136,4,0.2,8.6744, 0.09 , 90.46 
Consumer,Texas,Central,Furniture,Furnishings,15.992,2,0.6,-13.993, (0.88), 29.99 
Corporate,Delaware,East,Furniture,Furnishings,211.96,2,0,42.392, 0.20 , 169.57 
Consumer,Tennessee,South,Office Supplies,Art,6.672,3,0.2,1.668, 0.25 , 5.00 
Consumer,Delaware,East,Office Supplies,Art,155.94,6,0,45.2226, 0.29 , 110.72 
Consumer,California,West,Technology,Phones,39.96,5,0.2,12.987, 0.33 , 26.97 
Consumer,California,West,Office Supplies,Art,5.46,3,0,1.5288, 0.28 , 3.93 
Consumer,California,West,Office Supplies,Art,73.2,5,0,21.228, 0.29 , 51.97 
Consumer,California,West,Office Supplies,Binders,5.84,1,0.2,1.971, 0.34 , 3.87 
Consumer,California,West,Office Supplies,Paper,22.72,4,0,10.224, 0.45 , 12.50 
Consumer,California,West,Office Supplies,Binders,9.336,3,0.2,3.2676, 0.35 , 6.07 
Corporate,California,West,Furniture,Bookcases,290.666,2,0.15,27.3568, 0.09 , 263.31 
Corporate,California,West,Technology,Phones,201.584,2,0.2,20.1584, 0.10 , 181.43 
Corporate,California,West,Technology,Phones,83.984,2,0.2,31.494, 0.38 , 52.49 
Corporate,California,West,Office Supplies,Storage,1000.02,7,0,290.0058, 0.29 , 710.01 
Home Office,Pennsylvania,East,Technology,Accessories,83.976,3,0.2,-13.6461, (0.16), 97.62 
Home Office,Minnesota,Central,Office Supplies,Labels,3.75,1,0,1.8, 0.48 , 1.95 
Home Office,Minnesota,Central,Office Supplies,Labels,41.4,4,0,19.872, 0.48 , 21.53 
Home Office,Minnesota,Central,Office Supplies,Art,29.79,3,0,12.5118, 0.42 , 17.28 
Home Office,New York,East,Office Supplies,Storage,59.48,2,0,8.922, 0.15 , 50.56 
Home Office,New York,East,Office Supplies,Paper,6.69,1,0,3.0774, 0.46 , 3.61 
Consumer,Washington,West,Furniture,Furnishings,198.46,2,0,99.23, 0.50 , 99.23 
Consumer,Washington,West,Office Supplies,Labels,786.48,8,0,385.3752, 0.49 , 401.10 
Consumer,Washington,West,Office Supplies,Binders,23.168,2,0.2,7.8192, 0.34 , 15.35 
Consumer,Washington,West,Technology,Accessories,50,2,0,10.5, 0.21 , 39.50 
Consumer,California,West,Technology,Phones,675.96,5,0.2,84.495, 0.13 , 591.47 
Consumer,California,West,Technology,Accessories,1265.85,3,0,556.974, 0.44 , 708.88 
Home Office,New York,East,Office Supplies,Appliances,523.25,5,0,141.2775, 0.27 , 381.97 
Consumer,Louisiana,South,Furniture,Chairs,517.5,6,0,155.25, 0.30 , 362.25 
Consumer,Ohio,East,Furniture,Furnishings,17.92,5,0.2,2.464, 0.14 , 15.46 
Consumer,Ohio,East,Office Supplies,Binders,41.256,6,0.7,-34.38, (0.83), 75.64 
Consumer,Ohio,East,Office Supplies,Storage,1006.056,3,0.2,88.0299, 0.09 , 918.03 
Consumer,Ohio,East,Office Supplies,Paper,10.688,2,0.2,3.7408, 0.35 , 6.95 
Consumer,Ohio,East,Office Supplies,Paper,10.368,2,0.2,3.6288, 0.35 , 6.74 
Consumer,Ohio,East,Office Supplies,Storage,25.12,2,0.2,1.57, 0.06 , 23.55 
Consumer,Ohio,East,Technology,Accessories,58.112,2,0.2,7.264, 0.13 , 50.85 
Consumer,Oregon,West,Office Supplies,Paper,15.552,3,0.2,5.4432, 0.35 , 10.11 
Consumer,Oregon,West,Office Supplies,Storage,669.08,5,0.2,-167.27, (0.25), 836.35 
Consumer,Oregon,West,Technology,Phones,438.336,4,0.2,-87.6672, (0.20), 526.00 
Consumer,District of Columbia,East,Office Supplies,Paper,19.44,3,0,9.3312, 0.48 , 10.11 
Consumer,District of Columbia,East,Office Supplies,Binders,9.64,2,0,4.4344, 0.46 , 5.21 
Consumer,District of Columbia,East,Office Supplies,Paper,12.7,2,0,5.842, 0.46 , 6.86 
Consumer,District of Columbia,East,Furniture,Furnishings,41.37,3,0,17.3754, 0.42 , 23.99 
Corporate,Illinois,Central,Office Supplies,Fasteners,12.624,2,0.2,3.945, 0.31 , 8.68 
Corporate,Washington,West,Office Supplies,Storage,1247.64,3,0,349.3392, 0.28 , 898.30 
Corporate,Washington,West,Technology,Copiers,3149.93,7,0,1480.4671, 0.47 ," 1,669.46 "
Corporate,Washington,West,Office Supplies,Paper,209.7,2,0,100.656, 0.48 , 109.04 
Home Office,Pennsylvania,East,Technology,Accessories,35.36,2,0.2,-3.094, (0.09), 38.45 
Home Office,Pennsylvania,East,Office Supplies,Fasteners,3.168,2,0.2,-0.7128, (0.23), 3.88 
Consumer,Pennsylvania,East,Office Supplies,Binders,121.104,6,0.7,-100.92, (0.83), 222.02 
Consumer,Pennsylvania,East,Technology,Phones,45.894,1,0.4,-9.1788, (0.20), 55.07 
Corporate,California,West,Office Supplies,Paper,109.92,2,0,53.8608, 0.49 , 56.06 
Corporate,California,West,Office Supplies,Paper,13.36,2,0,6.4128, 0.48 , 6.95 
Consumer,Washington,West,Office Supplies,Storage,169.68,6,0,45.8136, 0.27 , 123.87 
Consumer,Washington,West,Technology,Accessories,132.52,4,0,54.3332, 0.41 , 78.19 
Consumer,Washington,West,Office Supplies,Fasteners,2.96,2,0,1.4208, 0.48 , 1.54 
Consumer,Washington,West,Office Supplies,Binders,8.448,2,0.2,2.9568, 0.35 , 5.49 
Consumer,Washington,West,Office Supplies,Storage,95.94,3,0,9.594, 0.10 , 86.35 
Consumer,Wisconsin,Central,Furniture,Furnishings,34.79,7,0,10.7849, 0.31 , 24.01 
Consumer,California,West,Technology,Phones,160.776,3,0.2,10.0485, 0.06 , 150.73 
Consumer,Washington,West,Office Supplies,Binders,88.752,3,0.2,27.735, 0.31 , 61.02 
Consumer,Washington,West,Office Supplies,Binders,13.904,2,0.2,5.214, 0.38 , 8.69 
Corporate,Pennsylvania,East,Technology,Phones,677.58,5,0.4,-158.102, (0.23), 835.68 
Corporate,Pennsylvania,East,Office Supplies,Binders,13.896,3,0.7,-9.264, (0.67), 23.16 
Consumer,Texas,Central,Office Supplies,Storage,41.92,5,0.2,3.668, 0.09 , 38.25 
Consumer,Texas,Central,Technology,Accessories,297.576,3,0.2,-7.4394, (0.03), 305.02 
Consumer,Texas,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688, 0.20 , 3.48 
Consumer,Texas,Central,Technology,Accessories,94.992,2,0.2,-2.3748, (0.03), 97.37 
Consumer,Texas,Central,Office Supplies,Paper,74.352,3,0.2,23.235, 0.31 , 51.12 
Consumer,Texas,Central,Office Supplies,Art,14.04,3,0.2,1.5795, 0.11 , 12.46 
Consumer,New York,East,Furniture,Tables,1018.104,4,0.4,-373.3048, (0.37)," 1,391.41 "
Consumer,Texas,Central,Technology,Phones,16.68,3,0.2,5.2125, 0.31 , 11.47 
Corporate,Nevada,West,Technology,Accessories,58.58,2,0,19.3314, 0.33 , 39.25 
Consumer,Texas,Central,Technology,Phones,167.968,4,0.2,62.988, 0.38 , 104.98 
Consumer,Virginia,South,Office Supplies,Labels,196.62,2,0,96.3438, 0.49 , 100.28 
Corporate,Texas,Central,Furniture,Furnishings,21.936,2,0.6,-10.4196, (0.48), 32.36 
Corporate,Texas,Central,Office Supplies,Binders,6.588,3,0.8,-10.2114, (1.55), 16.80 
Consumer,California,West,Office Supplies,Storage,104.28,3,0,26.07, 0.25 , 78.21 
Consumer,California,West,Office Supplies,Paper,17.94,3,0,8.7906, 0.49 , 9.15 
Corporate,Pennsylvania,East,Office Supplies,Storage,64.784,1,0.2,-14.5764, (0.23), 79.36 
Corporate,Pennsylvania,East,Technology,Phones,32.382,3,0.4,4.3176, 0.13 , 28.06 
Corporate,Pennsylvania,East,Furniture,Furnishings,42.368,2,0.2,8.4736, 0.20 , 33.89 
Corporate,Pennsylvania,East,Technology,Machines,399.54,4,0.7,-559.356, (1.40), 958.90 
Consumer,California,West,Office Supplies,Paper,18.97,1,0,9.1056, 0.48 , 9.86 
Corporate,California,West,Furniture,Furnishings,14.82,3,0,6.2244, 0.42 , 8.60 
Corporate,Pennsylvania,East,Office Supplies,Appliances,99.28,2,0.2,12.41, 0.13 , 86.87 
Corporate,Pennsylvania,East,Office Supplies,Binders,1.188,2,0.7,-0.99, (0.83), 2.18 
Corporate,Pennsylvania,East,Office Supplies,Binders,7.518,2,0.7,-5.7638, (0.77), 13.28 
Consumer,Pennsylvania,East,Office Supplies,Paper,10.368,2,0.2,3.6288, 0.35 , 6.74 
Consumer,Pennsylvania,East,Furniture,Furnishings,310.88,2,0.2,23.316, 0.08 , 287.56 
Consumer,Pennsylvania,East,Furniture,Tables,853.092,6,0.4,-227.4912, (0.27)," 1,080.58 "
Consumer,Indiana,Central,Office Supplies,Paper,33.45,5,0,15.387, 0.46 , 18.06 
Consumer,Indiana,Central,Office Supplies,Binders,10.4,5,0,5.096, 0.49 , 5.30 
Consumer,Ohio,East,Furniture,Furnishings,21.88,5,0.2,6.2905, 0.29 , 15.59 
Home Office,Texas,Central,Technology,Accessories,13.616,2,0.2,3.5742, 0.26 , 10.04 
Home Office,New Jersey,East,Technology,Accessories,63.96,4,0,19.8276, 0.31 , 44.13 
Home Office,New Jersey,East,Office Supplies,Binders,14.46,3,0,7.0854, 0.49 , 7.37 
Home Office,New Jersey,East,Technology,Phones,104.98,2,0,52.49, 0.50 , 52.49 
Consumer,California,West,Office Supplies,Appliances,106.96,2,0,31.0184, 0.29 , 75.94 
Consumer,California,West,Office Supplies,Labels,21.56,7,0,10.3488, 0.48 , 11.21 
Consumer,Washington,West,Furniture,Tables,515.88,6,0,113.4936, 0.22 , 402.39 
Consumer,New York,East,Office Supplies,Binders,11.808,2,0.2,4.2804, 0.36 , 7.53 
Consumer,New York,East,Furniture,Chairs,1931.04,9,0.1,321.84, 0.17 ," 1,609.20 "
Consumer,New York,East,Office Supplies,Paper,9.96,2,0,4.6812, 0.47 , 5.28 
Home Office,California,West,Office Supplies,Fasteners,12.35,5,0,5.8045, 0.47 , 6.55 
Consumer,Arizona,West,Office Supplies,Binders,9.702,3,0.7,-7.1148, (0.73), 16.82 
Consumer,Pennsylvania,East,Office Supplies,Binders,11.61,2,0.7,-9.288, (0.80), 20.90 
Consumer,California,West,Office Supplies,Labels,43.86,6,0,20.6142, 0.47 , 23.25 
Consumer,California,West,Technology,Phones,148.48,2,0.2,16.704, 0.11 , 131.78 
Consumer,California,West,Office Supplies,Paper,7.42,2,0,3.71, 0.50 , 3.71 
Consumer,California,West,Furniture,Chairs,71.992,1,0.2,-0.8999, (0.01), 72.89 
Consumer,California,West,Office Supplies,Art,19.9,5,0,6.567, 0.33 , 13.33 
Consumer,California,West,Office Supplies,Appliances,1702.12,14,0,510.636, 0.30 ," 1,191.48 "
Consumer,Texas,Central,Office Supplies,Paper,14.304,6,0.2,5.0064, 0.35 , 9.30 
Consumer,Illinois,Central,Furniture,Tables,765.625,7,0.5,-566.5625, (0.74)," 1,332.19 "
Consumer,California,West,Furniture,Bookcases,307.666,2,0.15,-14.4784, (0.05), 322.14 
Consumer,New York,East,Office Supplies,Binders,7.712,2,0.2,2.7956, 0.36 , 4.92 
Consumer,New York,East,Office Supplies,Appliances,242.9,5,0,70.441, 0.29 , 172.46 
Consumer,New York,East,Office Supplies,Storage,454.9,5,0,0, -   , 454.90 
Consumer,New York,East,Furniture,Furnishings,35.92,4,0,15.0864, 0.42 , 20.83 
Consumer,New York,East,Furniture,Furnishings,39.76,8,0,12.3256, 0.31 , 27.43 
Consumer,New York,East,Office Supplies,Binders,47.744,4,0.2,14.92, 0.31 , 32.82 
Consumer,Illinois,Central,Technology,Phones,159.984,2,0.2,11.9988, 0.08 , 147.99 
Consumer,Illinois,Central,Technology,Accessories,255.968,4,0.2,51.1936, 0.20 , 204.77 
Consumer,Illinois,Central,Furniture,Bookcases,359.058,3,0.3,-71.8116, (0.20), 430.87 
Consumer,Pennsylvania,East,Office Supplies,Appliances,434.352,3,0.2,43.4352, 0.10 , 390.92 
Consumer,Pennsylvania,East,Office Supplies,Appliances,3.552,2,0.2,0.444, 0.13 , 3.11 
Consumer,Pennsylvania,East,Office Supplies,Appliances,88.832,4,0.2,7.7728, 0.09 , 81.06 
Corporate,Ohio,East,Furniture,Tables,1048.35,5,0.4,-69.89, (0.07)," 1,118.24 "
Consumer,Virginia,South,Technology,Accessories,100,4,0,21, 0.21 , 79.00 
Consumer,Virginia,South,Office Supplies,Labels,7.83,3,0,3.6018, 0.46 , 4.23 
Corporate,North Carolina,South,Office Supplies,Paper,96.256,8,0.2,31.2832, 0.33 , 64.97 
Corporate,North Carolina,South,Office Supplies,Paper,10.688,2,0.2,3.7408, 0.35 , 6.95 
Consumer,Texas,Central,Office Supplies,Storage,338.04,3,0.2,-33.804, (0.10), 371.84 
Consumer,Texas,Central,Office Supplies,Art,154.24,4,0.2,17.352, 0.11 , 136.89 
Consumer,North Carolina,South,Office Supplies,Appliances,34.848,2,0.2,6.534, 0.19 , 28.31 
Consumer,North Carolina,South,Technology,Phones,22,5,0.2,1.375, 0.06 , 20.63 
Consumer,North Carolina,South,Office Supplies,Art,4.368,3,0.2,0.3822, 0.09 , 3.99 
Corporate,California,West,Office Supplies,Storage,31.44,3,0,8.4888, 0.27 , 22.95 
Corporate,California,West,Technology,Accessories,17.9,2,0,3.401, 0.19 , 14.50 
Corporate,California,West,Technology,Accessories,129.45,5,0,46.602, 0.36 , 82.85 
Home Office,California,West,Office Supplies,Labels,20.88,8,0,9.6048, 0.46 , 11.28 
Consumer,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576, 0.35 , 13.48 
Consumer,Pennsylvania,East,Furniture,Furnishings,7.168,2,0.2,0.9856, 0.14 , 6.18 
Consumer,Pennsylvania,East,Office Supplies,Storage,11.168,2,0.2,-2.5128, (0.23), 13.68 
Consumer,Pennsylvania,East,Technology,Accessories,442.4,7,0.2,-55.3, (0.13), 497.70 
Consumer,New York,East,Office Supplies,Art,13.36,2,0,4.9432, 0.37 , 8.42 
Consumer,North Carolina,South,Office Supplies,Binders,11.232,8,0.7,-8.2368, (0.73), 19.47 
Consumer,North Carolina,South,Office Supplies,Paper,10.272,3,0.2,3.21, 0.31 , 7.06 
Home Office,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288, 0.35 , 6.74 
Home Office,Texas,Central,Office Supplies,Art,6.24,3,0.2,0.546, 0.09 , 5.69 
